depth,tropismN,tropismS,rRLD,An,CV,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-10.0,1.0,0.025,3.1994225368659204,0.2442578459399027,0.10556635249531679,3.4525314306654904,3.004698148265414,3.329551618134797,4.337734886939397,4.3565630127113675,4.430756115404233,4.473241175724854,4.388271055083635,0.01611768059699082,0.014119077266865676,0.015546642561448606,0.020263571284045514,0.020330215529524902,0.02068362970967771,0.01611768059699082,0.1586607142857143,17.21904761904762
-20.0,1.0,0.025,2.0000855087620564,0.3143142350570785,0.19493453312125575,2.000705086051885,1.9517539097227417,2.041206023283816,2.7116895590532897,2.918906205609839,2.6580671312994095,2.4924250839227393,2.823709178676093,0.008742957722314842,0.008758171525614832,0.009118682156215552,0.012813800245977294,0.013936730421442335,0.01254197836120724,0.008742957722314842,0.09857142857142856,10.21547619047619
-40.0,1.0,0.025,1.281795005868744,0.361389547373802,0.28959581743784407,0.9120202034354543,0.9117380623775688,0.9057810570236863,1.7378407668241502,1.8323674655381426,1.8990486913313367,1.8653924643007447,1.932704918361931,0.0036910177138277907,0.0039283828889348175,0.003912646314116558,0.008284013240668539,0.008706317995353687,0.009045048485739051,0.0036910177138277907,0.04645833333333334,4.652380952380953
-60.0,1.0,0.025,0.8316766087353307,0.40329866630542277,0.4805438096382025,0.41862618897978765,0.4456711472250937,0.4853664273005638,1.1275761793866101,1.0527255330764256,1.2017320863226864,1.1079218494731249,1.2955423231722432,0.0017966874495311598,0.0019084930192397938,0.002116703131421889,0.005465442106999368,0.005165007257590827,0.00586664814593931,0.0017966874495311598,0.02291666666666667,2.5226190476190475
-80.0,1.0,0.025,0.4163112298597985,0.45146604445304317,0.5289756510496226,0.28868775456602613,0.20855294074985195,0.236957169862975,0.5644292758394022,0.4518281645195475,0.5708112055363361,0.43464428384944,0.706978127223231,0.0012560935660160591,0.0009748879399612078,0.0010199106793533537,0.0028167789297849416,0.0021722556588144016,0.0028112999117669854,0.0012560935660160591,0.010535714285714285,1.2273809523809525
-120.0,1.0,0.025,0.011483086353600392,0.504045340288471,0.5888722829465612,0.0066406130790709296,0.016480391003758893,0.011594427636796618,0.015568617058796932,0.0324335185970983,0.033603471535880815,0.011249275570405304,0.05595766750135631,3.3989535089251956e-05,6.768909817317844e-05,5.308082660057921e-05,8.620971204453334e-05,0.00016048216456557383,0.0001749541752819694,3.3989535089251956e-05,0.0008035714285714287,0.06071428571428572
-10.0,1.0,0.025,3.19082163062984,0.24324466687442628,0.09266088160828459,3.6812269724110207,3.45124389315403,3.5119780123823445,4.322099325526135,4.302629453177214,4.179251230848809,4.212297907785974,4.146204553911658,0.017165086681152537,0.016148853187930717,0.01635843726071181,0.020179533142249052,0.019950193741023924,0.019359695332878932,0.017165086681152537,0.18023809523809525,18.077380952380953
-20.0,1.0,0.025,1.995156111426577,0.31309569194441206,0.19643732643134568,1.7286632553466965,1.6487469845116336,1.8230348130910943,2.7025211314660664,2.7451800257105305,2.725333085349822,2.6077018658165025,2.842964304883144,0.00786252117123087,0.007344829270842211,0.008172445700817656,0.012783750947500689,0.01303851222685777,0.012917214948857437,0.00786252117123087,0.08476190476190476,9.20357142857143
-40.0,1.0,0.025,1.2696857969822875,0.3609299168267278,0.3336675595474413,0.6544427154296419,0.7114194259970219,0.7495152942752026,1.7198417091349705,1.7606429884456445,1.7457362834240835,1.4407879655008327,2.0506846013473314,0.0026567278410171186,0.003069388407557702,0.003134903094021713,0.008198730570905702,0.00836846612409072,0.008308136690827467,0.0026567278410171186,0.03666666666666667,3.875
-60.0,1.0,0.025,0.8278300048432023,0.4025652691026018,0.47248322011439003,0.379801112631478,0.38291033060894647,0.38602160003839026,1.121329839072466,1.1230610232695566,1.2540997118538546,1.2431429965152359,1.2650564271924731,0.0016980633123902342,0.001606397393713404,0.0017227826870527935,0.005442127428031759,0.005468539111402965,0.0060496919048826535,0.0016980633123902342,0.019285714285714285,2.017857142857143
-80.0,1.0,0.025,0.4178449110835833,0.4498197143424401,0.5302414103935901,0.27373353961535196,0.26628272884676757,0.29015244545316865,0.5659881426880013,0.5294068657944259,0.55792658391637,0.47503293689486664,0.6408202309378734,0.0013890404910917972,0.0012570070620833798,0.001370424042782306,0.0028232793045462044,0.002669880900563133,0.0028233940237206863,0.0013890404910917972,0.013422619047619048,1.4976190476190476
